diary,::,EV,::,TR,::,SR,::,CO,::,Comment,//
"351&2013. 2. 20. Wed. Weather: Freezing! My face is all red, like a tomato. 

<EV>Today is both sad and exciting. Mom is going to Japan with people from her old workplace.</EV> I'm going to miss her very much.

<TR>So<TR>, Anne, my sister, and I are going to stay with our grandmother and grandfather. It will be the best sleepover at grandma's ever.

Anne and I will talk and play games at night. We will have lots of fun.

<TR>But</TR> we will also study. Mom is not here, so Anne will be my mom instead.

She will be the youngest mom ever! :) She will tell me what to do, and play with me.

Soon, we are going to a water park with our dad. We will go swimming! I can't wait.

Today's diary is short, but my head is bubbling with thoughts. Good night!

",::,2,::,3,::,1,::,3,::,Details are decent. Self-reflection is strong in the beginning but not so much as the entry progresses.,//
"352&<EV>I played yut with some people.</EV>
<TR>First<TR>, I played with my friend Yeu-been.
I'm good at playing yut.
<TR>So</TR>, I won!
<TR>But</TR> I was so hungry.....
<TR>So</TR> I ate a chicken ball.
<TR>And</TR> I played again.
<TR>And</TR> I won 3 times!
<TR>But</TR> I failed when I played with my middle third grade brother. <TR>But</TR> I got the blanket!
I was so proud! 

",::,3,::,3,::,2,::,3,::,Event is clear but details describing event is not clear. Self-reflection is also absent until the very end.,//
"353&<EV>Snow sled is very fun and awesome in the winter.</EV> I rode a tube sled with my dad and my little sister. Tube sledding is more fun than a regular sled! My sister Jisu felt a little bit of scared. I didn't think it was scary at all! I felt so awesome!! <TR>But</TR>, it was too tiring when we climbed up the hill. I was so tired that I sometimes panted!!! <TR>But</TR>, there were no people there at that time. We were the first people who came to ride our sleds there! When I went down on the sled, the snow was flying everywhere!
<TR>So</TR> I had to close my eyes.. I think riding a sled in the winter is one of the most fun things to do during the winter!",::,4,::,3,::,4,::,4,::,Details vibrantly describe the event and self-reflection is proportionately laid out through the entrry.,//
"354&<EV>Most children, including my friends, have a smartphone.
But I don't have one!
I want to get a smartphone.</EV>
Smartphones are very popular this year.
I want the iPhone 5.
It is very popular.
I can play games on it.
I want to do kakaootook with my friends.
Maybe someday I will get one.",::,4,::,3,::,1,::,4,::,Details are scarce in describing the event. Self-reflection is also absent from the entry.,//
"355&My cousin is twenty years old.
Sometimes she visits us.
She wanted to have a sleepover with me one day.
<TR>And</TR> now, we can!
<TR>So,</TR> we went to my aunt's house and played a computer game.
It is called Roller Coaster 3.
I tried to play it but it was too hard...!
When it was bedtime... we played One Card.
It was hard but I still won sometimes.
It was fun! 
I can't wait for my cousin to come to my home again and sleep and play!!!",::,3,::,3,::,3,::,4,::,"Details are limited throughout the entry and could use more depth. Self-reflection, however, is consistent throughout the entry.",//
"356&<EV>My dreams are changing sometimes.</EV>
I used to want to be a ballerina when I was younger.
<TR>And,</TR> I used to want to be a singer or an actor.
<TR>But</TR> now I think it is kind of hard work to be a singer or actor.
Singers have to sing very well for the stage.
<TR>And</TR> actors have to practice very hard......
<TR>So</TR> I decided to become a teacher.
Being a teacher is a hard work too.
Teachers have to study very hard.
<TR>Also,</TR> teaching is also very hard.
But I hope that is what I will become in the future!",::,4,::,3,::,1,::,4,::,Entry is very reflective throughout but details need more depth .,//
"357&<EV><TR>Finally</TR>, today is my birthday!</EV>
<TR>So,</TR> we are going to have a birthday party!
I invited my best friend Suna, and Jeyeun, Jisu's friend Gayeun, Sunmin and her little sister Juyeun.
We will play the game, Running Man (신들의 전쟁 편)!
I will be the game PD.
Being the PD is very hard work.
<TR>But</TR> it will be fun if we play all together.
I will select Jisu to be the Hera.
I hope it will be fun!",::,3,::,4,::,1,::,3,::,Details are limited in describing the event and there is very little self-reflection,//
"358&<EV>I had to go to the English camp with my friends.</EV>
We first did many fun and wonderful things.
We played a lot of games.
At first, we played some charades.
<TR>Then</TR>, we played the world's biggest sandwich game!
It was so wacky and fun.
Some kids said that trash will need to go in the sandwich.
OHOHHHHHOHHH!
<TR>And</TR>, some boy also said to put in dynamite!!!!!!!!
The sandwich will burst into pieces.
We played another game.
It was a psycho game! 
I was a psycho.
It was fun!!!",::,3,::,3,::,1,::,3,::,Entry details have potential but need to go into more depth to better describe the event. Self-reflection is decent but also limited in some areas.,//
"359&<EV>I palyed with Juyen and Gungmin at my aunt's house.</EV>
While the adults talked, we played hide-and-seek.
Jisu and Gungmin were it.
I hid in the cellar.
<TR>And</TR>, Juyen was hiding behind the door.
My brother Seunghan was playing computer games.
<TR>So</TR> we played with Jisu, and my sister Dajung.
We played a treasure hunt.Camp
I hid a game player and a toy clock.
Juyen found a clock first behind a bed.
<TR>But</TR>, they had a hard time finding the game player.
<TR>But</TR> Gungmin finally found it!
It was so cute when he found the pink-colored game player and ran around the room!
The babies can't play everything we want to.
<TR>But</TR> someday they will be able to!",::,3,::,3,::,1,::,4,::,Entry is very detailed in describing the time and place of the event but lacks in self-reflection.,//
"360&<EV>Santa gave me a present.</EV>
I hope Santa will give me a touch phone.
BUT!
He didn't.
<TR>But</TR> I received a very special present.
I received a chocolate bunny family.
<TR>And</TR>, my little sister received a big Christmas tea set!
My bunny was so cute.
Even if I didn't want a chocolate bunny, Santa still gave it to me.
<TR>But</TR> I like this bunny.
<TR>But</TR> next Christmas, I will receive the present that I wanted.",::,3,::,3,::,1,::,3,::,Details are decent throughout the entry. Self-reflection gets stronger towards the end.,//
"361&<EV>I went to the new play Bangbang with Jisu and her friends.</EV>
<TR>First</TR>, we played Running Man.
We played a king race!
I was the game PD.
<TR>And</TR>, Nahe was the king.
Jisu had 5 name tags.
<TR>And</TR>, Siyen had 3.
Sohi has to kick her name tag.
They soon had a new king.
The new king was Siyen.
We sometimes changed the PD too.
<CO>It was fun!
I want to play with my friends again!</CO>",::,3,::,2,::,1,::,3,::,Details are limited and need more depth. Self-reflection gets better near the end.,//
"362&<EV>I played a pretend game of make-up shop!</EV>
It was a very funny game!
I made the game because I thought it would be fun!
Jisu was the make-up artist.
She had to watch and help the customers.
I was the customer.
It was very funny.
Some customers were bad and some were nice.
Some customers were very, very, very talkative! 
<TR>So</TR>, Jisu was very tired! 
I think it will be fun when we change our parts!",::,4,::,3,::,1,::,3,::,Details have potential but aren't very clear in describing the event. Self-reflection is also weak.,//
"363&<EV>I went to my best friend Suna's birthday party.</EV> There were five children: Esther, Sukung, Chanmi, Hizin, Hayun, and my little sister. <TR>First</TR>, we played Running Man.
Hayun's team was very powerful. <TR>So<TR>, we had to hide so they couldn't get us out. I had to move fast. I ran downstairs, and went to the B1. It was very cold. <TR>But</TR> our team had to win.
I sat down for just 5 minutes. Then, I heard footsteps. I ran as fast as I could! I ran outside again, and ran some more! <TR>But</TR> Hayun got me and I was out. <TR>But</TR> it was fun!
When the game was over, we went to the house. I played an iPad game called Rescue the Man.
I also played a computer game. It is called Eye Light!
It was very fun! <TR>But</TR> I think playing with friends is better then playing with an iPad.",::,3,::,3,::,1,::,3,::,Diary entry is unclear and needs more details to better describe the event,//
"364&I like many different kinds of TV programs. I like dramas, and comedy programs. I like Running Man the most! Our class loves Running Man, too! My favorite Running Man member is Yoo Jae Suk. He sometimes wins and he is very good at Rock, paper, scissors.
He can also do a Grasshopper dance! I think he is very funny! I think Running Man is very, very funny! I hope it will be funny next time!",::,3,::,4,::,1,::,3,::,Details are strong with depth and elaboration. Self-reflection is naturally written.,//
"365&<EV>I made kimchi dumplings with my family</EV>. 
It was very hard when we made it for the first time.
We needed water, kimchi and some meat.
We made many different dumpling shapes. 
It was very easy and fun!
We really seemed to enjoy making dumplings.
We made many kimchi dumplings.
We will eat them someday!
I can't wait!",::,4,::,3,::,2,::,3,::,Details are decent but somewhat limited as the diary progresses. Self-reflection is absent.,//
